Round	Start	End	Benchmark_Elapsed	Tuning_overhead
31	1765612096.428263	1765612238.0155654	141.58730244636536	1765612096.428263
32	1765612238.0662577	1765612261.4177969	23.351539134979248	0.05069231986999512
33	1765612261.5123487	1765612284.4755278	22.963179111480713	0.09455180168151855
34	1765612284.5707016	1765612426.4908037	141.9201021194458	0.09517383575439453
35	1765612426.5882716	1765612571.7270088	145.13873720169067	0.09746789932250977
36	1765612571.8253787	1765612713.7946453	141.9692666530609	0.09836983680725098
37	1765612713.8951647	1765612854.3471053	140.45194053649902	0.10051941871643066
38	1765612854.4462268	1765612877.7079709	23.261744022369385	0.0991215705871582
39	1765612881.1555712	1765613022.051817	140.89624571800232	3.4476003646850586
40	1765613022.1548057	1765613162.0371537	139.8823480606079	0.10298871994018555
41	1765613162.1406193	1765613301.4730701	139.33245086669922	0.10346555709838867
42	1765613301.535033	1765613444.7555773	143.22054433822632	0.06196284294128418
43	1765613444.8635223	1765613468.2273176	23.363795280456543	0.10794496536254883
44	1765613468.334426	1765613608.106096	139.77167010307312	0.10710835456848145
45	1765613608.2119577	1765613840.9786735	232.7667157649994	0.10586166381835938
46	1765613841.0870998	1765613993.4805877	152.39348793029785	0.10842633247375488
47	1765613996.9565427	1765614137.3284843	140.37194156646729	3.475955009460449
48	1765614137.4410558	1765614277.953776	140.51272010803223	0.11257147789001465
49	1765614278.0671568	1765614419.0794692	141.01231241226196	0.11338090896606445
50	1765614419.187305	1765614442.4453197	23.258014678955078	0.10783576965332031
51	1765614442.561838	1765614583.2308547	140.66901683807373	0.11651825904846191
52	1765614583.3454254	1765614893.5679448	310.2225193977356	0.11457061767578125
53	1765614893.6852574	1765615032.5850797	138.89982223510742	0.11731266975402832
54	1765615032.6992273	1765615055.9766757	23.277448415756226	0.11414766311645508
55	1765615056.1607075	1765615225.8772385	169.7165310382843	0.18403172492980957
56	1765615229.277491	1765615373.3235843	144.04609322547913	3.4002525806427
57	1765615373.44616	1765615524.4376671	150.99150705337524	0.12257575988769531
58	1765615524.5625463	1765615548.8950064	24.332460165023804	0.12487912178039551
59	1765615549.0180404	1765615689.4843771	140.46633672714233	0.12303400039672852
60	1765615689.6098633	1765615831.4757411	141.865877866745	0.12548613548278809
61	1765615831.5999653	1765615972.0424519	140.4424865245819	0.12422418594360352
62	1765615972.169887	1765615995.49821	23.328322887420654	0.12743520736694336
63	1765615999.0108507	1765616021.971375	22.960524320602417	3.5126407146453857
64	1765616022.0998538	1765616045.0441437	22.944289922714233	0.1284787654876709
65	1765616045.1739743	1765616184.9083917	139.73441743850708	0.12983059883117676
66	1765616185.041047	1765616208.3095245	23.26847743988037	0.13265538215637207
67	1765616208.4419444	1765616347.3446276	138.90268325805664	0.13241982460021973
68	1765616347.4333425	1765616547.4384813	200.00513887405396	0.0887148380279541
69	1765616547.5755637	1765616570.8501697	23.274605989456177	0.13708233833312988
70	1765616570.9839752	1765616593.9396358	22.955660581588745	0.133805513381958
71	1765616596.903226	1765616735.6770444	138.7738184928894	2.963590145111084
72	1765616735.807896	1765616876.1035175	140.29562163352966	0.13085150718688965
73	1765616876.2430341	1765617007.9192142	131.67618012428284	0.13951659202575684
74	1765617008.0522337	1765617148.544157	140.49192333221436	0.13301944732666016
75	1765617148.673702	1765617289.8853898	141.21168780326843	0.12954497337341309
76	1765617290.028319	1765617434.1067953	144.0784764289856	0.1429290771484375
77	1765617434.251373	1765617586.6463501	152.39497709274292	0.1445777416229248
78	1765617586.792501	1765617730.3849485	143.59244751930237	0.14615082740783691
79	1765617734.081189	1765617867.3667707	133.2855818271637	3.6962404251098633
80	1765617867.5118866	1765617997.1763976	129.6645109653473	0.14511585235595703
81	1765617997.3256042	1765618125.3812418	128.05563759803772	0.14920663833618164
82	1765618125.5345688	1765618325.4057329	199.87116408348083	0.15332698822021484
83	1765618325.5564978	1765618453.4201648	127.86366701126099	0.15076494216918945
84	1765618453.529904	1765618585.8684032	132.33849930763245	0.10973906517028809
85	1765618586.021849	1765618713.7601423	127.73829340934753	0.15344572067260742
86	1765618713.9174106	1765618737.3027937	23.385383129119873	0.15726828575134277
87	1765618740.8218172	1765618875.5696144	134.74779725074768	3.5190234184265137
88	1765618875.7279518	1765619043.4688098	167.74085807800293	0.15833735466003418
89	1765619043.6268535	1765619194.625128	150.99827456474304	0.15804362297058105
90	1765619194.7838535	1765619323.422556	128.63870239257812	0.15872550010681152
91	1765619323.5830379	1765619461.1508298	137.56779193878174	0.16048192977905273
92	1765619461.3119946	1765619605.657531	144.3455364704132	0.1611647605895996
93	1765619605.8189723	1765619742.029754	136.21078157424927	0.16144132614135742
94	1765619742.194325	1765619765.4700446	23.27571964263916	0.16457104682922363
95	1765619769.0921147	1765619898.1975482	129.1054334640503	3.622070074081421
96	1765619898.3607771	1765620026.3520317	127.99125456809998	0.16322898864746094
97	1765620026.5210154	1765620155.1413221	128.62030673027039	0.16898369789123535
98	1765620155.312063	1765620360.033371	204.72130799293518	0.17074084281921387
99	1765620360.2032287	1765620489.875183	129.67195439338684	0.16985774040222168
100	1765620490.0287476	1765620617.1788905	127.15014290809631	0.153564453125
101	1765620617.3504963	1765620747.4241257	130.07362937927246	0.17160582542419434
102	1765620747.5948493	1765620877.7941597	130.19931030273438	0.17072367668151855
103	1765620881.6853654	1765621022.1828237	140.4974582195282	3.8912057876586914
104	1765621022.3578143	1765621154.115872	131.75805759429932	0.17499065399169922
105	1765621154.2923703	1765621282.9279451	128.63557481765747	0.1764984130859375
106	1765621283.1035817	1765621422.1635287	139.05994701385498	0.17563652992248535
107	1765621422.3511412	1765621623.305949	200.9548077583313	0.18761253356933594
108	1765621623.4862869	1765621844.3694448	220.88315796852112	0.18033790588378906
109	1765621844.549117	1765622045.5323813	200.98326420783997	0.1796722412109375
110	1765622045.7139564	1765622241.0279918	195.3140354156494	0.18157505989074707
