Round	Start	End	Benchmark_Elapsed	Tuning_overhead
31	1765626943.4841313	1765626966.7421072	23.257975816726685	1765626943.4841313
32	1765626966.835074	1765627111.2649202	144.42984628677368	0.09296679496765137
33	1765627111.358781	1765627255.6368423	144.27806115150452	0.09386086463928223
34	1765627255.7328844	1765627396.2725632	140.53967881202698	0.09604215621948242
35	1765627396.3687665	1765627556.729152	160.36038541793823	0.09620332717895508
36	1765627556.8294373	1765627698.5308127	141.70137548446655	0.10028529167175293
37	1765627698.6299906	1765628008.951912	310.3219213485718	0.09917783737182617
38	1765628009.051855	1765628151.5328424	142.48098731040955	0.09994316101074219
39	1765628151.671136	1765628175.038761	23.36762499809265	0.13829350471496582
40	1765628178.5707574	1765628201.511058	22.940300703048706	3.531996488571167
41	1765628201.6130662	1765628224.578848	22.965781688690186	0.10200810432434082
42	1765628224.6828098	1765628363.0587296	138.37591981887817	0.10396194458007812
43	1765628363.1647217	1765628503.4250212	140.2602994441986	0.10599207878112793
44	1765628503.531873	1765628650.415388	146.8835151195526	0.10685181617736816
45	1765628650.523717	1765628792.97038	142.4466631412506	0.10832881927490234
46	1765628793.079888	1765628937.6017601	144.52187204360962	0.10950803756713867
47	1765628937.7604349	1765629140.9116402	203.1512053012848	0.1586747169494629
48	1765629144.3050432	1765629335.3286302	191.0235869884491	3.3934030532836914
49	1765629335.4414892	1765629526.628454	191.18696475028992	0.11285901069641113
50	1765629526.7424715	1765629836.9508193	310.2083477973938	0.11401748657226562
51	1765629837.0648813	1765629860.323918	23.259036779403687	0.11406207084655762
52	1765629860.4373143	1765629883.418028	22.980713844299316	0.11339616775512695
53	1765629883.5338674	1765629906.5189626	22.985095262527466	0.11583924293518066
54	1765629906.6376667	1765630112.2165816	205.57891488075256	0.11870408058166504
55	1765630115.6740892	1765630269.652257	153.9781677722931	3.457507610321045
56	1765630269.773666	1765630410.9842246	141.2105586528778	0.12140893936157227
57	1765630411.1014926	1765630565.3525693	154.25107669830322	0.11726808547973633
58	1765630565.470074	1765630705.288559	139.8184850215912	0.11750459671020508
59	1765630705.4076402	1765630728.6590044	23.25136423110962	0.11908125877380371
60	1765630728.7831495	1765630870.7972524	142.01410293579102	0.1241450309753418
61	1765630870.9235044	1765630894.8539393	23.930434942245483	0.1262519359588623
62	1765630894.9926357	1765630917.9541988	22.961563110351562	0.13869643211364746
63	1765630921.6102326	1765631059.1303983	137.520165681839	3.656033754348755
64	1765631059.2602785	1765631200.0302305	140.76995205879211	0.12988018989562988
65	1765631200.1538875	1765631342.0146832	141.86079573631287	0.1236569881439209
66	1765631342.1382496	1765631589.5863311	247.44808149337769	0.1235663890838623
67	1765631589.7131743	1765631731.3281913	141.61501693725586	0.12684321403503418
68	1765631731.4617333	1765631870.3907526	138.92901921272278	0.13354206085205078
69	1765631870.5170894	1765632044.542688	174.02559852600098	0.12633681297302246
70	1765632044.678495	1765632184.3818421	139.70334720611572	0.13580703735351562
71	1765632188.071253	1765632325.828754	137.75750088691711	3.689410924911499
72	1765632325.9577663	1765632349.2237937	23.266027450561523	0.1290123462677002
73	1765632349.3596833	1765632491.6104107	142.25072741508484	0.13588953018188477
74	1765632491.7042787	1765632514.8618135	23.15753483772278	0.09386801719665527
