Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1779581635.415583	1779581657.8016596	22.38607668876648	0.0
2	1779581657.8129365	1779581680.182296	22.369359493255615	0.011276960372924805
3	1779581680.1950576	1779581702.5701523	22.375094652175903	0.012761592864990234
4	1779581702.5848064	1779581724.9544618	22.36965537071228	0.014654159545898438
5	1779581724.9708793	1779581747.3468006	22.37592124938965	0.016417503356933594
6	1779581747.3658404	1779581769.7502398	22.3843994140625	0.01903986930847168
7	1779581769.7682781	1779581792.1398568	22.371578693389893	0.018038272857666016
8	1779581792.1598222	1779581814.538511	22.37868881225586	0.019965410232543945
9	1779581814.5599332	1779581836.9309165	22.370983362197876	0.021422147750854492
10	1779581836.9529617	1779581859.3212457	22.368283987045288	0.022045135498046875
11	1779581859.345387	1779581881.7106764	22.365289449691772	0.024141311645507812
12	1779581881.7362394	1779581904.1225903	22.386350870132446	0.02556300163269043
13	1779581904.1497633	1779581926.5193822	22.369618892669678	0.02717304229736328
14	1779581926.5467863	1779581948.9180882	22.371301889419556	0.027404069900512695
15	1779581948.9474835	1779581971.303424	22.355940341949463	0.029395341873168945
16	1779581971.3338618	1779582001.7666528	30.432790994644165	0.030437946319580078
17	1779582001.7867968	1779582024.1739833	22.387186527252197	0.020143985748291016
18	1779582027.5972466	1779582054.898462	27.301215410232544	3.4232633113861084
19	1779582054.936586	1779582078.3222558	23.385669946670532	0.03812384605407715
20	1779582078.3599937	1779582100.7474473	22.38745355606079	0.03773784637451172
21	1779582100.7872405	1779582123.1623256	22.37508511543274	0.03979325294494629
22	1779582123.2030494	1779582145.5860486	22.382999181747437	0.04072380065917969
23	1779582145.6276991	1779582168.0069876	22.3792884349823	0.04165053367614746
24	1779582168.0493205	1779582190.4180017	22.36868119239807	0.04233288764953613
25	1779582194.0146627	1779582224.3654523	30.350789546966553	3.59666109085083
26	1779582224.411039	1779582254.6364174	30.225378274917603	0.04558682441711426
27	1779582254.6843112	1779582278.9579985	24.2736873626709	0.04789376258850098
28	1779582279.0062735	1779582301.3898778	22.383604288101196	0.048274993896484375
29	1779582301.4376872	1779582323.8151479	22.377460718154907	0.04780936241149902
30	1779582323.8644292	1779582346.2743938	22.409964561462402	0.04928135871887207
31	1779582346.3242807	1779582368.695247	22.37096619606018	0.04988694190979004
32	1779582368.7469497	1779582391.1303616	22.38341188430786	0.05170273780822754
33	1779582394.9061277	1779582426.6018996	31.69577193260193	3.775766134262085
34	1779582426.6557956	1779582461.7321672	35.07637166976929	0.05389595031738281
35	1779582461.7859435	1779582486.1668406	24.380897045135498	0.05377626419067383
36	1779582486.2205043	1779582508.6269193	22.40641498565674	0.05366373062133789
37	1779582508.681873	1779582531.0626547	22.380781650543213	0.054953813552856445
38	1779582531.1152313	1779582553.490998	22.37576675415039	0.052576541900634766
39	1779582553.550646	1779582583.3477173	29.7970712184906	0.05964803695678711
40	1779582583.4038029	1779582606.7831595	23.379356622695923	0.05608558654785156
41	1779582610.77083	1779582641.4653716	30.694541692733765	3.987670421600342
42	1779582641.5244536	1779582672.3886619	30.864208221435547	0.05908203125
43	1779582672.417735	1779582705.5237796	33.10604453086853	0.029073238372802734
44	1779582705.5795934	1779582737.634466	32.05487251281738	0.05581378936767578
45	1779582737.6944196	1779582767.0615568	29.36713719367981	0.05995368957519531
46	1779582767.1222827	1779582799.6131482	32.49086546897888	0.06072592735290527
47	1779582799.6746447	1779582822.8432412	23.168596506118774	0.06149649620056152
48	1779582822.9068017	1779582845.2705941	22.363792419433594	0.06356048583984375
49	1779582845.3483384	1779582867.738821	22.390482664108276	0.0777442455291748
50	1779582867.8013823	1779582890.1788034	22.377421140670776	0.0625612735748291
51	1779582894.1649532	1779582925.4713516	31.306398391723633	3.986149787902832
52	1779582925.534719	1779582948.9104924	23.375773429870605	0.06336736679077148
53	1779582948.9737246	1779582979.7763486	30.802623987197876	0.0632321834564209
54	1779582979.839941	1779583012.1700015	32.33006048202515	0.06359243392944336
55	1779583166.6698225	1779583197.2453928	30.575570344924927	154.4998209476471
56	1779583197.3117747	1779583230.5942667	33.28249192237854	0.06638193130493164
57	1779583230.6606526	1779583265.915744	35.255091428756714	0.06638598442077637
58	1779583265.9849842	1779583295.833948	29.848963737487793	0.06924009323120117
59	1779583295.9017787	1779583327.405419	31.5036404132843	0.06783080101013184
60	1779583327.4715536	1779583359.0632749	31.591721296310425	0.06613445281982422
61	1779583359.1314921	1779583390.2507088	31.119216680526733	0.06821727752685547
62	1779583390.3192015	1779583421.9039443	31.584742784500122	0.06849265098571777
63	1779583426.171702	1779583461.7207732	35.549071311950684	4.2677576541900635
64	1779583461.7957404	1779583493.9070923	32.11135196685791	0.0749671459197998
65	1779583493.9776037	1779583526.0147598	32.037156105041504	0.0705113410949707
66	1779583526.0859911	1779583560.405591	34.319599866867065	0.07123136520385742
67	1779583560.4476511	1779583593.9132023	33.465551137924194	0.042060136795043945
68	1779583593.9860353	1779583628.517184	34.53114867210388	0.07283306121826172
69	1779583628.590761	1779583660.6628082	32.07204723358154	0.0735769271850586
70	1779583660.737414	1779583685.5106018	24.77318787574768	0.07460570335388184
71	1779583689.7889473	1779583719.359742	29.570794582366943	4.278345584869385
72	1779583725.2793574	1779583756.2474573	30.96809983253479	5.9196155071258545
73	1779583756.319736	1779583788.591412	32.2716760635376	0.07227873802185059
74	1779583788.666243	1779583821.2230775	32.55683445930481	0.07483100891113281
75	1779583821.301982	1779583853.6824381	32.38045620918274	0.07890439033508301
76	1779583853.7590926	1779583889.077752	35.31865954399109	0.07665443420410156
