Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1766125633.7072613	1766125675.5510218	41.84376049041748	0.0
2	1766125675.5981915	1766125698.8453324	23.247140884399414	0.04716968536376953
3	1766125698.8934398	1766125736.5206072	37.62716746330261	0.04810738563537598
4	1766125736.5762246	1766125772.6264396	36.050215005874634	0.055617332458496094
5	1766125772.6824856	1766126044.8628824	272.1803967952728	0.0560460090637207
6	1766126044.9200857	1766126201.6846519	156.7645661830902	0.05720329284667969
7	1766126201.7456493	1766126235.4217863	33.67613697052002	0.06099748611450195
8	1766126235.4852443	1766126258.6940367	23.208792448043823	0.06345796585083008
9	1766126258.755481	1766126535.737809	276.98232793807983	0.06144428253173828
10	1766126535.8025084	1766126558.9904947	23.187986373901367	0.06469941139221191
11	1766126559.0559895	1766126582.0412042	22.985214710235596	0.06549477577209473
12	1766126582.1080842	1766126605.09762	22.989535808563232	0.0668799877166748
13	1766126605.1671143	1766126642.958946	37.791831731796265	0.06949424743652344
14	1766126643.030689	1766126809.8188324	166.78814339637756	0.07174301147460938
15	1766126809.891818	1766126851.3099859	41.41816782951355	0.07298564910888672
16	1766126851.384073	1766126887.0529368	35.66886377334595	0.07408714294433594
17	1766126888.083592	1766126922.4813223	34.397730350494385	1.0306551456451416
18	1766126922.5592291	1766126956.4523506	33.89312148094177	0.07790684700012207
19	1766126956.5343058	1766127113.281502	156.74719619750977	0.0819551944732666
20	1766127113.3642526	1766127136.544685	23.180432319641113	0.08275055885314941
21	1766127136.626829	1766127181.1648495	44.538020610809326	0.08214402198791504
22	1766127181.2492595	1766127216.3094108	35.06015133857727	0.08440995216369629
23	1766127216.394742	1766127250.346529	33.95178699493408	0.08533120155334473
24	1766127250.4329534	1766127285.7974973	35.36454391479492	0.08642435073852539
25	1766127287.2067492	1766127320.9542575	33.74750828742981	1.4092519283294678
26	1766127321.041054	1766127344.2272537	23.18619966506958	0.08679652214050293
27	1766127344.3170514	1766127385.3820677	41.06501626968384	0.0897977352142334
28	1766127385.472996	1766127418.8807993	33.40780329704285	0.09092831611633301
29	1766127418.9746928	1766127456.8721719	37.89747905731201	0.09389352798461914
30	1766127456.9663253	1766127498.0790484	41.11272311210632	0.09415340423583984
31	1766129888.8404255	1766129946.9702249	58.129799365997314	1766129888.8404255
32	1766129947.0521698	1766129987.8130975	40.76092767715454	0.08194494247436523
33	1766129987.8630033	1766130048.1819825	60.318979263305664	0.04990577697753906
34	1766130048.271991	1766130074.4380586	26.166067600250244	0.09000849723815918
35	1766130074.5277803	1766130097.5241885	22.996408224105835	0.0897216796875
36	1766130097.6109147	1766130152.3280175	54.71710276603699	0.08672618865966797
37	1766130152.3801382	1766130272.704135	120.32399678230286	0.05212068557739258
38	1766130272.827621	1766130317.863889	45.03626799583435	0.12348604202270508
39	1766130321.5300014	1766130365.094302	43.564300537109375	3.6661124229431152
40	1766130365.191008	1766130417.5915408	52.400532722473145	0.09670615196228027
41	1766130417.6883066	1766130477.316997	59.62869048118591	0.09676575660705566
42	1766130477.4120886	1766130503.1761932	25.76410460472107	0.09509158134460449
43	1766130503.2742116	1766130526.2270834	22.952871799468994	0.09801840782165527
44	1766130526.3266218	1766130570.662173	44.335551261901855	0.09953832626342773
45	1766130570.7634172	1766130612.5674279	41.80401062965393	0.10124421119689941
46	1766130612.6696935	1766130651.7526264	39.08293294906616	0.10226559638977051
47	1766130651.8971918	1766130842.2594543	190.3622624874115	0.14456534385681152
48	1766130845.786091	1766130888.7078981	42.921807050704956	3.526636838912964
49	1766130888.8138132	1766130928.8692887	40.05547547340393	0.10591506958007812
50	1766130928.935113	1766130952.311053	23.375940084457397	0.06582427024841309
51	1766130952.4187284	1766130989.5347927	37.11606431007385	0.10767531394958496
52	1766130989.645521	1766131030.7149274	41.069406509399414	0.11072826385498047
53	1766132375.1986723	1766132422.5286791	47.33000683784485	1344.4837448596954
54	1766132422.6397192	1766132466.9964797	44.35676050186157	0.11104011535644531
55	1766132467.1150267	1766132627.3555903	160.24056363105774	0.11854696273803711
56	1766132627.6242442	1766132711.5917087	83.96746444702148	0.26865386962890625
57	1766132711.7155097	1766132735.085716	23.370206356048584	0.12380099296569824
58	1766132735.217023	1766132789.95211	54.735087156295776	0.13130688667297363
59	1766132790.0847137	1766132813.363662	23.278948307037354	0.13260364532470703
60	1766132813.494366	1766132836.48223	22.987864017486572	0.13070392608642578
61	1766132840.966601	1766132877.785415	36.81881403923035	4.484370946884155
62	1766132877.9012797	1766132915.1179268	37.216647148132324	0.11586475372314453
63	1766132915.235001	1766133108.955253	193.72025179862976	0.11707425117492676
64	1766133109.0767326	1766133152.514839	43.438106298446655	0.12147974967956543
65	1766133152.6384308	1766133191.6641607	39.02572989463806	0.12359189987182617
66	1766133191.7885544	1766133234.3540084	42.56545400619507	0.12439370155334473
67	1766133234.4828122	1766133257.755658	23.27284574508667	0.12880373001098633
68	1766133257.881308	1766133303.0784762	45.19716811180115	0.12565016746520996
69	1766133306.616087	1766133633.2298117	326.61372470855713	3.5376107692718506
70	1766133633.358755	1766133716.566416	83.20766091346741	0.12894344329833984
71	1766133716.7198005	1766133754.954549	38.23474860191345	0.15338444709777832
72	1766133755.0876825	1766133792.6253588	37.5376763343811	0.1331334114074707
73	1766133792.7720947	1766133815.9130578	23.140963077545166	0.14673590660095215
74	1766133816.0565696	1766133839.0255136	22.96894407272339	0.14351177215576172
75	1766133839.1625159	1766133903.4141083	64.25159239768982	0.13700222969055176
76	1766133903.563722	1766133951.6801124	48.11639046669006	0.149613618850708
