Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1766092178.740562	1766092335.5220733	156.7815113067627	0.0
2	1766092335.56953	1766092358.8350263	23.265496253967285	0.04745674133300781
3	1766092358.8841093	1766092381.837456	22.953346729278564	0.04908299446105957
4	1766092381.889308	1766092404.8581867	22.968878746032715	0.05185198783874512
5	1766092404.9124212	1766092427.9014492	22.989027976989746	0.05423450469970703
6	1766092427.957394	1766092459.7041547	31.746760845184326	0.05594468116760254
7	1766092459.766415	1766092621.2054179	161.43900275230408	0.06226038932800293
8	1766092621.2680821	1766092644.449091	23.18100881576538	0.06266427040100098
9	1766092644.5111618	1766092691.6849458	47.173784017562866	0.06207084655761719
10	1766092691.7505882	1766092737.5384061	45.78781795501709	0.0656423568725586
11	1766092737.6056805	1766092779.8380582	42.232377767562866	0.06727433204650879
12	1766092779.9072156	1766092814.3936138	34.486398220062256	0.06915736198425293
13	1766092814.4670534	1766092848.0080013	33.540947914123535	0.0734395980834961
14	1766092848.0803246	1766092890.6537118	42.573387145996094	0.07232332229614258
15	1766092890.7287157	1766093048.5451314	157.81641578674316	0.07500386238098145
16	1766093048.6201396	1766093084.1749086	35.55476903915405	0.07500815391540527
17	1766093085.6739745	1766093127.7606833	42.086708784103394	1.49906587600708
18	1766093127.8016825	1766093168.5530944	40.75141191482544	0.04099917411804199
19	1766093168.635214	1766093191.8874896	23.252275466918945	0.08211970329284668
20	1766093191.969206	1766093233.723712	41.75450587272644	0.08171653747558594
21	1766093233.8070116	1766093274.987587	41.180575370788574	0.08329963684082031
22	1766093275.0707598	1766093307.0926862	32.021926403045654	0.08317279815673828
23	1766093307.1791632	1766093349.2143784	42.03521513938904	0.08647704124450684
24	1766093349.3038692	1766093390.8377872	41.53391790390015	0.08949089050292969
25	1766093392.332677	1766093427.401716	35.06903910636902	1.494889736175537
26	1766093427.4918275	1766093459.3888712	31.897043704986572	0.09011149406433105
27	1766093459.4794757	1766093491.0625796	31.583103895187378	0.09060454368591309
28	1766093491.1535046	1766093524.1949475	33.04144287109375	0.09092497825622559
29	1766093524.2886088	1766093558.249065	33.960456132888794	0.09366130828857422
30	1766093558.3409362	1766093593.5807965	35.23986029624939	0.09187126159667969
